picture_count,stock_number,model_year,make,model,style,exterior_color,mileage,has_condition_report,grade,lights_raw,announcements,vin,batch_id,source_file,ingested_at,primary_light,mileage_bucket,grade_tier,drivetrain_type,wmi_prefix,snapshot_date,vehicle_age,is_as_is,is_inop,has_structural_damage,is_salvage,is_repo,is_green_light
18,277227,2019,BMW,X3,sDrive30i,GRAY,94559,0,,Green,GREEN LIGHT,5UXTR7C57KLF36353,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,,RWD,5UX,2026-06-10,7,0,0,0,0,0,1
26,993733,2019,BMW,X3,sDrive30i,BLACK,98594,1,4.6,Green,,5UXTR7C50KLR39605,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,EXCELLENT,RWD,5UX,2026-06-10,7,0,0,0,0,0,0
15,993890,2019,BMW,X3,sDrive30i,BLACK,101791,0,,Green,GREEN LIGHT; 3RD PAR.SELLER; TURBO LEAK,5UXTR7C55KLE98525,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,HIGH,,RWD,5UX,2026-06-10,7,0,0,0,0,0,1
14,1012593,2019,BMW,X3,sDrive30i,GRAY,102045,1,4.5,Red,,5UXTR7C54KLE98211,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,EXCELLENT,RWD,5UX,2026-06-10,7,0,0,0,0,0,0
15,802325,2019,BMW,X3,XDrive30i,WHITE,102777,1,3.5,Red,RED LIGHT,5UXTR9C59KLD93546,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,GOOD,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
42,2020150,2019,BMW,X3,XDrive30i,BLACK,103402,1,2.3,Red,AS IS NO ARB(MT); STRUCTRAL DAMAGE(AJ); DMV EXP 01/26/2027,5UXTR9C59KLD92817,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,POOR,AWD,5UX,2026-06-10,7,1,0,0,0,0,0
31,1771274,2019,BMW,X3,XDrive30i,WHITE,103983,1,3.6,Green,GREEN LIGHT,5UXTR9C59KLD97984,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,HIGH,GOOD,AWD,5UX,2026-06-10,7,0,0,0,0,0,1
18,564435,2019,BMW,X3,sDrive30i,WHITE,105893,1,2.5,Red,INOP;AS-IS,5UXTR7C5XKLR48389,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,FAIR,RWD,5UX,2026-06-10,7,1,1,0,0,0,0
18,918229,2019,BMW,X3,XDrive30i,WHITE,107316,0,,,,5UXTR9C57KLD98373,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
21,231106,2019,BMW,X3,XDrive30i,WHITE,110690,1,4.3,Green,,5UXTR9C59KLP94897,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,HIGH,GOOD,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
36,1527796,2019,BMW,X3,XDrive30i,GREEN,114102,1,1.5,Red,,5UXTR9C51KLE20884,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,POOR,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
31,42806,2019,BMW,X3,sDrive30i,GRAY,114811,1,3.0,,,5UXTR7C56KLF35517,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,FAIR,RWD,5UX,2026-06-10,7,0,0,0,0,0,0
11,553001,2019,BMW,X3,sDrive30i,SILVER,121110,1,,,,5UXTR7C50KLR51575,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,RWD,5UX,2026-06-10,7,0,0,0,0,0,0
20,111064,2019,BMW,X3,sDrive30i,GRAY,135650,0,,Green,,5UXTR7C59KLF27265,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,HIGH,,RWD,5UX,2026-06-10,7,0,0,0,0,0,0
24,190099,2018,BMW,X3,XDrive30i,BLACK,71799,0,,,,5UXTR9C59JLC69825,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,,AWD,5UX,2026-06-10,8,0,0,0,0,0,0
18,231057,2018,BMW,X3,M40i,BLACK,103394,1,2.7,Red,,5UXTS3C53J0Y98061,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,FAIR,UNKNOWN,5UX,2026-06-10,8,0,0,0,0,0,0
18,27269,2018,BMW,X3,M40i,BLACK,136934,1,4.5,Green,AAA Certified,5UXTS3C56J0Z02507,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,HIGH,EXCELLENT,UNKNOWN,5UX,2026-06-10,8,0,0,0,0,0,0
25,149280,2018,BMW,X3,XDrive30i,GRAY,161861,1,3.8,,"OVER 100,000",5UXTR9C5XJLD66144,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,GOOD,AWD,5UX,2026-06-10,8,0,0,0,0,0,0
4,1434467,2017,BMW,X3,sDrive28i,BLACK,62660,0,,,,5UXWZ7C30H0X42844,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,,RWD,5UX,2026-06-10,9,0,0,0,0,0,0
18,10255870,2017,BMW,X3,sDrive28i,RED,93782,1,3.6,,,5UXWZ7C57H0V85296,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,GOOD,RWD,5UX,2026-06-10,9,0,0,0,0,0,0
22,149248,2017,BMW,X3,XDrive35i,BLUE,95343,1,3.7,,,5UXWX7C59H0U41691,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,GOOD,AWD,5UX,2026-06-10,9,0,0,0,0,0,0
12,10255717,2017,BMW,X3,sDrive28i,SILVER,96487,1,4.0,Green,BACKUP CAM OUT,5UXWZ7C39H0V90997,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,GOOD,RWD,5UX,2026-06-10,9,0,0,0,0,0,0
20,231082,2017,BMW,X3,XDrive28i,BLACK,99201,1,4.1,Green,,5UXWX9C51H0T09276,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,GOOD,AWD,5UX,2026-06-10,9,0,0,0,0,0,0
17,1193841,2017,BMW,X3,XDrive28i,SILVER,111610,1,4.8,,AS IS,5UXWX9C39H0T18256,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,EXCELLENT,AWD,5UX,2026-06-10,9,1,0,0,0,0,0
27,171329,2017,BMW,X3,XDrive28i,WHITE,135889,1,,Red,,5UXWX9C3XH0T17813,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,,AWD,5UX,2026-06-10,9,0,0,0,0,0,0
15,15950,2017,BMW,X3,XDrive28i,WHITE,153789,1,3.5,,,5UXWX9C33H0T18575,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,GOOD,AWD,5UX,2026-06-10,9,0,0,0,0,0,0
42,958882,2017,BMW,X3,XDrive28i,GRAY,211183,1,2.5,Red,AS IS,5UXWX9C59H0D95987,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,FAIR,AWD,5UX,2026-06-10,9,1,0,0,0,0,0
15,352520,2016,BMW,X3,XDrive35i,WHITE,52986,0,,Red,,5UXWX7C56G0R17717,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,,AWD,5UX,2026-06-10,10,0,0,0,0,0,0
30,254304,2016,BMW,X3,XDrive28i,WHITE,83758,1,4.2,Red,,5UXWX9C58G0D83098,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,GOOD,AWD,5UX,2026-06-10,10,0,0,0,0,0,0
51,74040,2016,BMW,X3,XDrive28i,BLACK,88074,1,2.9,Green,,5UXWX9C55G0D78263,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,FAIR,AWD,5UX,2026-06-10,10,0,0,0,0,0,0
22,839065,2016,BMW,X3,XDrive28i,BLUE,100921,1,4.4,Green,,5UXWX9C56G0D76103,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,HIGH,GOOD,AWD,5UX,2026-06-10,10,0,0,0,0,0,0
29,858452,2016,BMW,X3,XDrive28i,BLUE,122233,1,3.6,Red,,5UXWX9C54G0D82675,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,GOOD,AWD,5UX,2026-06-10,10,0,0,0,0,0,0
3,244674,2016,BMW,X3,XDrive28i,BLACK,130477,0,,,(A)Not Actual Miles,5UXWX9C57G0D73842,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,10,0,0,0,0,0,0
28,1097634,2016,BMW,X3,XDrive35i,WHITE,133239,1,4.6,,ONE OWNER; CLEAN CARFAX/AUTOCHECK; M-SPORT,5UXWX7C56G0K36084,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,EXCELLENT,AWD,5UX,2026-06-10,10,0,0,0,0,0,0
25,231289,2016,BMW,X3,XDrive28i,WHITE,145461,1,2.9,Red,,5UXWX9C55G0D63505,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,FAIR,AWD,5UX,2026-06-10,10,0,0,0,0,0,0
29,118375,2015,BMW,X3,XDrive28i,BLACK,108610,1,2.5,Red,AS-IS,5UXWX9C54F0D57256,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,FAIR,AWD,5UX,2026-06-10,11,1,0,0,0,0,0
31,858451,2015,BMW,X3,XDrive28i,BLUE,150034,1,3.4,Red,,5UXWX9C51F0D61698,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,FAIR,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
19,112963299,2015,BMW,X3,XDrive28i 4D SAV,BLACK,159657,0,,,,5UXWX9C54F0D53224,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
13,1003011,2015,BMW,X3,XDrive28d,WHITE,208139,0,,Red,,5UXWY3C55F0E95690,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
13,553190,2014,BMW,X3,XDrive28i,TAN,79504,1,,,,5UXWX9C58E0D19902,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,,AWD,5UX,2026-06-10,12,0,0,0,0,0,0
17,148411,2014,BMW,X3,XDrive35i,GRAY,86587,0,,,TA,5UXWX7C51E0K31209,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,,AWD,5UX,2026-06-10,12,0,0,0,0,0,0
42,951774,2014,BMW,X3,XDrive35i,TEAL,91050,1,1.8,Red,(A)TRUE MILES UNKNOWN,5UXWX7C50E0E78918,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,POOR,AWD,5UX,2026-06-10,12,0,0,0,0,0,0
18,9232,2014,BMW,X3,XDrive28i,BLACK,102737,0,,Red,,5UXWX9C59E0D28592,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,,AWD,5UX,2026-06-10,12,0,0,0,0,0,0
12,803603,2014,BMW,X3,XDrive28i,GRAY,103361,1,3.5,Red,,5UXWX9C52E0D23430,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,GOOD,AWD,5UX,2026-06-10,12,0,0,0,0,0,0
11,229210,2014,BMW,X3,XDrive28i,WHITE,122988,0,,Red,,5UXWX9C57E0D31572,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,,AWD,5UX,2026-06-10,12,0,0,0,0,0,0
22,254121,2014,BMW,X3,XDrive28i,GRAY,129455,1,3.7,Red,,5UXWX9C53E0D18267,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,GOOD,AWD,5UX,2026-06-10,12,0,0,0,0,0,0
18,149282,2014,BMW,X3,XDrive28i,GRAY,135402,0,,,"OVER 100,000",5UXWX9C51E0D11804,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,12,0,0,0,0,0,0
52,50196033,2014,BMW,X3,XDrive35i,BLUE,176072,1,1.7,Red,INOP,5UXWX7C53EL984304,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,POOR,AWD,5UX,2026-06-10,12,0,1,0,0,0,0
30,1634847,2013,BMW,X3,XDrive28i,BLUE,92817,1,2.9,Red,AS IS; (A) STRUCTURAL DAMAGE,5UXWX9C58D0D01995,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,FAIR,AWD,5UX,2026-06-10,13,1,0,1,0,0,0
14,1003000,2013,BMW,X3,XDrive28i,BLACK,96543,1,4.2,Red,,5UXWX9C57D0A09738,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,GOOD,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
16,825203,2013,BMW,X3,XDrive28i,SILVER,98033,0,,Red,,5UXWX9C58D0A32638,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
14,1003002,2013,BMW,X3,XDrive35i,BLUE,100870,1,3.6,Red,,5UXWX7C58DL983292,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,GOOD,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
14,288341,2013,BMW,X3,XDrive28i,WHITE,119323,1,4.2,,FLEET/LEASE,5UXWX9C55D0A18289,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,GOOD,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
7,918391,2013,BMW,X3,XDrive28i,BLACK,140423,0,,,,5UXWX9C59D0D01682,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
7,918351,2013,BMW,X3,XDrive28i,WHITE,155183,0,,Green,,5UXWX9C50D0A21374,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,HIGH,,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
0,277597,2013,BMW,X3,XDrive35i,WHITE,163683,0,,,,5UXWX7C54DL979949,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
13,750441,2013,BMW,X3,XDrive28i,BLUE,164776,0,,Red,TH,5UXWX9C58D0A12373,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
15,825421,2013,BMW,X3,XDrive28i,WHITE,170265,0,,Red,,5UXWX9C55D0A21967,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
21,148104,2022,BMW,X4,XDrive30i,WHITE,79378,1,4.2,,,5UX33DT01N9J91470,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,GOOD,AWD,5UX,2026-06-10,4,0,0,0,0,0,0
28,977416,2022,BMW,X4,XDrive30i,BLUE,90167,1,4.7,Green,BECU NO RISK,5UX33DT08N9K80162,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,EXCELLENT,AWD,5UX,2026-06-10,4,0,0,0,0,0,0
28,141411,2021,BMW,X4,M Sports Activity Coupe,BLACK,29006,1,3.0,,(A)RECOVERED THEFT; AS IS,5YMUJ0C09M9H28650,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,LOW,FAIR,UNKNOWN,5YM,2026-06-10,5,1,0,0,0,0,0
44,589240,2021,BMW,X4,XDrive30i,GRAY,80060,1,2.4,Red,AS IS,5UX2V1C04M9G72058,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,POOR,AWD,5UX,2026-06-10,5,1,0,0,0,0,0
28,44428,2019,BMW,X4,M40i,BLACK,78259,1,3.7,,,5UXUJ5C59KLJ62597,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,GOOD,UNKNOWN,5UX,2026-06-10,7,0,0,0,0,0,0
17,10255672,2017,BMW,X4,M40i,BLACK,99607,1,4.0,Green,COLLISION SENSOR LIGHT ON,5UXXW7C51H0U25346,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,GOOD,UNKNOWN,5UX,2026-06-10,9,0,0,0,0,0,0
44,589417,2017,BMW,X4,M40i,WHITE,120435,1,3.1,Red,AS IS,5UXXW7C5XH0U25040,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,FAIR,UNKNOWN,5UX,2026-06-10,9,1,0,0,0,0,0
24,19812,2016,BMW,X4,XDrive28i,BLACK,108097,1,,,,5UXXW3C55G0R18955,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,10,0,0,0,0,0,0
14,305448,2026,BMW,X5,M60i,GRAY,10046,1,4.8,Green,,5UX33EU05T9222575,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,LOW,EXCELLENT,UNKNOWN,5UX,2026-06-10,0,0,0,0,0,0,0
14,310836,2025,BMW,X5,XDrive40i,BLUE,4372,1,4.5,Green,,5UX23EU08S9Z06210,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,LOW,EXCELLENT,AWD,5UX,2026-06-10,1,0,0,0,0,0,0
22,17160,2024,BMW,X5,XDrive40i,WHITE,5611,1,5.0,,PREVIOUS CANADIAN,5UX23EU0XR9V71526,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,LOW,EXCELLENT,AWD,5UX,2026-06-10,2,0,0,0,0,0,0
26,254242,2024,BMW,X5,XDrive40i,BLACK,28042,1,3.6,Green,,5UX23EU0XR9S40462,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,LOW,GOOD,AWD,5UX,2026-06-10,2,0,0,0,0,0,0
27,19813,2024,BMW,X5,sDrive40i,BLUE,44178,1,,,,5UX13EU01R9S84877,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,,RWD,5UX,2026-06-10,2,0,0,0,0,0,0
24,858387,2023,BMW,X5,sDrive40i,GRAY,53730,1,4.7,,,5UXCR4C07P9P31180,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,EXCELLENT,RWD,5UX,2026-06-10,3,0,0,0,0,0,0
36,1528746,2022,BMW,X5,M50i,BLACK,56530,1,3.3,Green,front differential noise,5UXJU4C0XN9J19669,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,FAIR,UNKNOWN,5UX,2026-06-10,4,0,0,0,0,0,0
3,16125,2022,BMW,X5,xDrive45e,WHITE,59020,0,,,,5UXTA6C02N9M16156,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,,AWD,5UX,2026-06-10,4,0,0,0,0,0,0
15,10255894,2022,BMW,X5,sDrive40i,WHITE,89201,1,3.9,,,5UXCR4C01N9M39635,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,GOOD,RWD,5UX,2026-06-10,4,0,0,0,0,0,0
15,27157,2021,BMW,X5,XDrive40i,BLACK,38813,0,,Green,AAA CERTIFIED; GREEN LIGHT,5UXCR6C09M9H31160,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,,AWD,5UX,2026-06-10,5,0,0,0,0,0,1
1,16965,2021,BMW,X5,XDrive40i,GRAY,41863,0,,,PREVIOUS CANADIAN,5UXCR6C01M9F75258,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,,AWD,5UX,2026-06-10,5,0,0,0,0,0,0
13,1485264,2021,BMW,X5,M50i,BLACK,63789,0,,,AS IS,5UXJU4C0XM9E54206,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,,UNKNOWN,5UX,2026-06-10,5,1,0,0,0,0,0
21,1097356,2021,BMW,X5,M50i,WHITE,86404,1,4.8,,,5UXJU4C06M9E12390,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,EXCELLENT,UNKNOWN,5UX,2026-06-10,5,0,0,0,0,0,0
21,149279,2021,BMW,X5,xDrive45e,BLUE,118770,1,4.1,,"OVER 100,000",5UXTA6C07M9E53785,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,GOOD,AWD,5UX,2026-06-10,5,0,0,0,0,0,0
20,148644,2020,BMW,X5,XDrive40i,WHITE,41643,1,4.0,,,5UXCR6C03L9C51047,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,GOOD,AWD,5UX,2026-06-10,6,0,0,0,0,0,0
32,4303267,2020,BMW,X5,XDrive40i,BLACK,64307,1,4.0,,AS IS,5UXCR6C06L9B64310,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,GOOD,AWD,5UX,2026-06-10,6,1,0,0,0,0,0
34,33590,2020,BMW,X5,M50i,BLACK,78359,1,3.7,Green,,5UXJU4C08L9D01483,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,GOOD,UNKNOWN,5UX,2026-06-10,6,0,0,0,0,0,0
24,1325853,2020,BMW,X5,XDrive40i,GREEN,82493,1,3.1,,,5UXCR6C05L9B92972,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,FAIR,AWD,5UX,2026-06-10,6,0,0,0,0,0,0
7,5264612,2019,BMW,X5,XDrive40i,WHITE,28841,0,,Green,,5UXCR6C56KLL53677,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,LOW,,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
29,390445,2019,BMW,X5,XDrive40i,BLUE,53538,1,,Green,NEW CAR STORE EXTRA KEY IN OFFICE,5UXCR6C51KLL02927,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
20,149249,2019,BMW,X5,XDrive40i,GRAY,59724,1,3.8,,,5UXCR6C58KLL60906,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,GOOD,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
25,552377,2019,BMW,X5,XDrive40i,BLACK,61899,1,4.5,,,5UXCR6C53KLB12288,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,EXCELLENT,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
11,229246,2019,BMW,X5,XDrive40i,BLACK,71257,0,,Red,,5UXCR6C55KLL37096,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
