picture_count,stock_number,model_year,make,model,style,exterior_color,mileage,has_condition_report,grade,lights_raw,announcements,vin,batch_id,source_file,ingested_at,primary_light,mileage_bucket,grade_tier,drivetrain_type,wmi_prefix,snapshot_date,vehicle_age,is_as_is,is_inop,has_structural_damage,is_salvage,is_repo,is_green_light
16,230450,2026,BMW,2-Series,228,GRAY,4371,1,4.7,Green,GREEN LIGHT,WBA83GG04T7T08094,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.344002+00:00,GREEN,LOW,EXCELLENT,UNKNOWN,WBA,2026-06-10,0,0,0,0,0,0,1
14,1003003,2025,BMW,2-Series,228 xDrive,WHITE,7110,1,4.8,Red,,WBA23GG05S7S45401,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.344002+00:00,RED,LOW,EXCELLENT,AWD,WBA,2026-06-10,1,0,0,0,0,0,0
13,1003110,2024,BMW,2-Series,M235i xDrive,WHITE,8243,1,5.0,Red,,WBA13AL04R7R79424,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.344002+00:00,RED,LOW,EXCELLENT,AWD,WBA,2026-06-10,2,0,0,0,0,0,0
28,333378,2024,BMW,2-Series,M240i,GRAY,18187,1,4.5,Green,GREEN LIGHT,3MW43CM06R8E25730,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.344002+00:00,GREEN,LOW,EXCELLENT,UNKNOWN,3MW,2026-06-10,2,0,0,0,0,0,1
35,1331595,2024,BMW,2-Series,228i xDrive,GRAY,30958,1,3.6,Green,NAAA SILVER CERTIFIED,WBA73AK05R7R12262,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.344002+00:00,GREEN,MEDIUM,GOOD,AWD,WBA,2026-06-10,2,0,0,0,0,0,0
36,79104,2022,BMW,2-Series,228i,WHITE,67730,1,4.0,Green,,WBA53AK0XN7K04669,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.344002+00:00,GREEN,MEDIUM,GOOD,UNKNOWN,WBA,2026-06-10,4,0,0,0,0,0,0
15,254406,2021,BMW,2-Series,228i,GRAY,41866,0,,Red,,WBA53AK02M7J27200,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.344002+00:00,RED,MEDIUM,,UNKNOWN,WBA,2026-06-10,5,0,0,0,0,0,0
27,146589,2021,BMW,2-Series,228i xDrive,BLUE,52859,1,,,GREEN LIGHT,WBA73AK07M7J11812,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.344002+00:00,UNKNOWN,MEDIUM,,AWD,WBA,2026-06-10,5,0,0,0,0,0,1
16,825509,2021,BMW,2-Series,228i,BLACK,60259,0,,Red,,WBA53AK06M7H78686,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.344002+00:00,RED,MEDIUM,,UNKNOWN,WBA,2026-06-10,5,0,0,0,0,0,0
16,10255527,2020,BMW,2-Series,228i xDrive,BLUE,68468,1,4.0,,,WBA73AK08L7F85320,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,GOOD,AWD,WBA,2026-06-10,6,0,0,0,0,0,0
26,267852,2019,BMW,2-Series,,BLACK,77477,1,4.0,Red,,WBA2N1C58K7D29028,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,GOOD,UNKNOWN,WBA,2026-06-10,7,0,0,0,0,0,0
18,231098,2017,BMW,2-Series,230i,GRAY,53792,1,4.2,Green,,WBA2K9C36HV647348,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,GOOD,UNKNOWN,WBA,2026-06-10,9,0,0,0,0,0,0
11,1773356,2016,BMW,2-Series,M235i,WHITE,70057,0,,Red,(A)Structural Damage,WBA1J7C55GV360022,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,,UNKNOWN,WBA,2026-06-10,10,0,0,1,0,0,0
33,668623,2016,BMW,2-Series,M235i,BLACK,80881,1,3.8,,,WBA1M1C53GV394397,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,GOOD,UNKNOWN,WBA,2026-06-10,10,0,0,0,0,0,0
23,993605,2016,BMW,2-Series,228i,WHITE,106420,1,4.0,Green,,WBA1K9C52GV321879,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,HIGH,GOOD,UNKNOWN,WBA,2026-06-10,10,0,0,0,0,0,0
41,821619,2015,BMW,2-Series,228i xDrive,WHITE,109039,1,2.2,Red,,WBA1F7C56FVX95504,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,POOR,AWD,WBA,2026-06-10,11,0,0,0,0,0,0
16,566176,2025,BMW,3-Series,330i,GRAY,8827,1,4.3,,,3MW69CW00S8F65217,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,LOW,GOOD,UNKNOWN,3MW,2026-06-10,1,0,0,0,0,0,0
13,316680,2025,BMW,3-Series,330i,BLACK,26148,1,4.9,Green,,3MW69CW0XS8F09415,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,LOW,EXCELLENT,UNKNOWN,3MW,2026-06-10,1,0,0,0,0,0,0
17,730419,2024,BMW,3-Series,330i,WHITE,5058,1,4.8,Red,,3MW69FF07R8E59732,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,LOW,EXCELLENT,UNKNOWN,3MW,2026-06-10,2,0,0,0,0,0,0
7,5264578,2023,BMW,3-Series,330i,WHITE,39425,0,,Green,,3MW69FF08P8D07536,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,,UNKNOWN,3MW,2026-06-10,3,0,0,0,0,0,0
28,148418,2023,BMW,3-Series,330i xDrive,WHITE,42818,1,2.4,,,3MW89FF00P8D45996,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,POOR,AWD,3MW,2026-06-10,3,0,0,0,0,0,0
27,993685,2023,BMW,3-Series,330i,GRAY,47919,1,4.3,Green,,3MW69FF04P8D32045,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,GOOD,UNKNOWN,3MW,2026-06-10,3,0,0,0,0,0,0
18,277701,2022,BMW,3-Series,330i xDrive,BLACK,1,0,,,,3MW5R7J03N8C27115,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,ANOMALY,,AWD,3MW,2026-06-10,4,0,0,0,0,0,0
27,333274,2022,BMW,3-Series,330i xDrive,BLACK,58970,1,4.5,Green,"LOW MILES,ROOF,ALLOYS",3MW5R7J05N8C63100,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,EXCELLENT,AWD,3MW,2026-06-10,4,0,0,0,0,0,0
0,566325,2022,BMW,3-Series,330i,BLACK,61758,0,,,,3MW5R1J06N8C31186,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,,UNKNOWN,3MW,2026-06-10,4,0,0,0,0,0,0
12,1487390,2021,BMW,3-Series,330i xDrive,ORANGE,35088,0,,,AS IS,3MW5R7J00M8C08830,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,,AWD,3MW,2026-06-10,5,1,0,0,0,0,0
28,1179434,2021,BMW,3-Series,330i xDrive,RED,76676,1,4.3,Green,(A)AIR BAGS DEPLOYED; GREEN LIGHT,3MW5R7J0XM8B84956,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,GOOD,AWD,3MW,2026-06-10,5,0,0,0,0,0,1
22,427667,2020,BMW,3-Series,330i xDrive,GRAY,76543,1,2.4,Red,RED LIGHT,3MW5R7J04L8B37761,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,POOR,AWD,3MW,2026-06-10,6,0,0,0,0,0,0
1,112963952,2020,BMW,3-Series,M340xi 4D Sedan,BLUE,80190,0,,,,WBA5U9C09LA380347,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,,AWD,WBA,2026-06-10,6,0,0,0,0,0,0
23,369828,2020,BMW,3-Series,330i,GRAY,82475,1,3.0,Red,AS IS,3MW5R1J00L8B09128,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,FAIR,UNKNOWN,3MW,2026-06-10,6,1,0,0,0,0,0
19,1290557,2020,BMW,3-Series,330i,BLUE,91327,0,,Green,,3MW5R1J02L8B19837,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,,UNKNOWN,3MW,2026-06-10,6,0,0,0,0,0,0
22,563308,2020,BMW,3-Series,330i xDrive,BLACK,94387,1,4.0,Red,INOP; AS-IS,3MW5R7J0XL8B21337,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,GOOD,AWD,3MW,2026-06-10,6,1,1,0,0,0,0
54,208191,2020,BMW,3-Series,330i,RED,110109,1,3.6,,,WBA5R1C09LFH85603,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,GOOD,UNKNOWN,WBA,2026-06-10,6,0,0,0,0,0,0
40,333130,2020,BMW,3-Series,330i,BLACK,118748,1,2.4,,,3MW5R1J05L8B21422,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,POOR,UNKNOWN,3MW,2026-06-10,6,0,0,0,0,0,0
21,267705,2019,BMW,3-Series,,GRAY,51216,0,,Red,,3MW5R1J52K8A04214,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,,UNKNOWN,3MW,2026-06-10,7,0,0,0,0,0,0
19,19814,2019,BMW,3-Series,330i,BLACK,68853,1,,,,3MW5R1J53K8B01891,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,,UNKNOWN,3MW,2026-06-10,7,0,0,0,0,0,0
29,1526941,2019,BMW,3-Series,330i xDrive,WHITE,69713,1,4.4,Green,NAAA Silver Certified,WBA5R7C56KAJ81529,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,GOOD,AWD,WBA,2026-06-10,7,0,0,0,0,0,0
27,388972,2019,BMW,3-Series,330i,GRAY,74932,1,1.6,Red,,WBA5R1C56KAJ99106,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,POOR,UNKNOWN,WBA,2026-06-10,7,0,0,0,0,0,0
23,254130,2019,BMW,3-Series,330i,ORANGE,84914,1,4.6,Green,,WBA5R1C57KAK07357,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,EXCELLENT,UNKNOWN,WBA,2026-06-10,7,0,0,0,0,0,0
16,149380,2019,BMW,3-Series,330i xDrive,SILVER,104406,0,,,(A)STRUCTURAL OR FRAME REPAIR PERFORMED,WBA5R7C57KAJ82320,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,AWD,WBA,2026-06-10,7,0,0,1,0,0,0
4,1434440,2018,BMW,3-Series,I,GRAY,58121,0,,,,WBA8B9G58JNU98680,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,,UNKNOWN,WBA,2026-06-10,8,0,0,0,0,0,0
19,78699,2018,BMW,3-Series,320i,GRAY,76262,1,4.0,Red,,WBA8E1G51JNU89697,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,GOOD,UNKNOWN,WBA,2026-06-10,8,0,0,0,0,0,0
25,71259,2018,BMW,3-Series,330i,WHITE,79253,1,1.4,Red,AS IS; INOP/NDS ENGINE; ENGINE STARTS/TRANS ENGAGES,WBA8B9G57JNU97715,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,POOR,UNKNOWN,WBA,2026-06-10,8,1,1,0,0,0,0
28,223098,2018,BMW,3-Series,,BLACK,85665,1,4.3,Green,,WBA8B9C58JEE81127,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,GOOD,UNKNOWN,WBA,2026-06-10,8,0,0,0,0,0,0
37,134142,2018,BMW,3-Series,340i xDrive,ORANGE,91612,1,3.9,White,NO CATS,WBA8B7C5XJA583246,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,WHITE,MEDIUM,GOOD,AWD,WBA,2026-06-10,8,0,0,0,0,0,0
19,208231,2018,BMW,3-Series,320i,BEIGE,103921,0,,Red,AS IS TO INC FRAME,WBA8E1G56JNU92708,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,UNKNOWN,WBA,2026-06-10,8,1,0,0,0,0,0
24,1178372,2018,BMW,3-Series,330i xDrive,BLACK,110361,1,3.5,Red,AS IS,WBA8D9C52JA608565,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,GOOD,AWD,WBA,2026-06-10,8,1,0,0,0,0,0
18,277598,2018,BMW,3-Series,330i xDrive,SILVER,122259,0,,Green,GREEN LIGHT,WBA8D9G56JNU71035,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,HIGH,,AWD,WBA,2026-06-10,8,0,0,0,0,0,1
11,3479640,2018,BMW,3-Series,,BLUE,132934,0,,Red,AS IS ALL INCLUSIVE TITLE HERE,WBA8E5G51JNU45836,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,UNKNOWN,WBA,2026-06-10,8,1,0,0,0,0,0
34,1526277,2018,BMW,3-Series,330i xDrive,BLACK,142190,1,3.7,Green,EXETER SELECT,WBA8D9C56JEM31916,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,HIGH,GOOD,AWD,WBA,2026-06-10,8,0,0,0,0,0,0
18,943738,2018,BMW,3-Series,XI,SILVER,142952,0,,,"TITLE FRIDAY; GREENLIGHT; OVER 100,000",WBA8K3C55JA369838,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,AWD,WBA,2026-06-10,8,0,0,0,0,0,1
16,825379,2018,BMW,3-Series,320i,WHITE,156096,0,,Red,,WBA8E1G54JNU89614,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,UNKNOWN,WBA,2026-06-10,8,0,0,0,0,0,0
30,4285788,2017,BMW,3-Series,330e iPerformance,SILVER,54010,1,0.5,Red,AS IS; INOP,WBA8E1C50HK480443,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,POOR,UNKNOWN,WBA,2026-06-10,9,1,1,0,0,0,0
26,1004923,2017,BMW,3-Series,330i,BLACK,74885,1,4.5,Green,GREEN LIGHT DRIVE; CAUTION ENGINE,WBA8B9G32HNU53551,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,EXCELLENT,UNKNOWN,WBA,2026-06-10,9,0,0,0,0,0,1
14,1003180,2017,BMW,3-Series,330i,BLACK,85331,1,3.8,Red,,WBA8B9C35HK886224,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,GOOD,UNKNOWN,WBA,2026-06-10,9,0,0,0,0,0,0
17,428243,2017,BMW,3-Series,330i,BLACK,94792,0,,Green,,WBA8B9C32HK886293,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,,UNKNOWN,WBA,2026-06-10,9,0,0,0,0,0,0
31,229085,2017,BMW,3-Series,330e iPerformance,BLACK,101028,1,2.9,Red,,WBA8E1C32HA159332,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,FAIR,UNKNOWN,WBA,2026-06-10,9,0,0,0,0,0,0
33,1232888,2017,BMW,3-Series,330e iPerformance,RED,101183,1,3.6,,,WBA8E1C3XHA029833,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,GOOD,UNKNOWN,WBA,2026-06-10,9,0,0,0,0,0,0
6,79517,2017,BMW,3-Series,330I XDRIVE,BLUE,106809,0,,"White,Yellow",STARTER LOCKED UP,WBA8D9G33HNU63273,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,WHITE,HIGH,,AWD,WBA,2026-06-10,9,0,0,0,0,0,0
12,354570,2017,BMW,3-Series,330i xDrive,WHITE,108220,0,,Red,,WBA8D9C34HA004413,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,AWD,WBA,2026-06-10,9,0,0,0,0,0,0
29,1095063,2017,BMW,3-Series,330i xDrive,SILVER,129120,1,3.9,Green,,WBA8D9G31HNU64194,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,HIGH,GOOD,AWD,WBA,2026-06-10,9,0,0,0,0,0,0
18,10255076,2017,BMW,3-Series,320i,GRAY,147116,1,3.6,Red,,WBA8E1G55HNU15368,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,GOOD,UNKNOWN,WBA,2026-06-10,9,0,0,0,0,0,0
24,1235120,2017,BMW,3-Series,320i xDrive,BLACK,206900,1,4.5,Red,,WBA8A3C33HA067119,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,EXCELLENT,AWD,WBA,2026-06-10,9,0,0,0,0,0,0
0,1434300,2016,BMW,3-Series,I,WHITE,0,0,,,,WBA8E1G57GNU10235,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,ANOMALY,,UNKNOWN,WBA,2026-06-10,10,0,0,0,0,0,0
36,1289817,2016,BMW,3-Series,328i,BLACK,80690,1,4.0,,DELAYED TITLE,WBA8E9C50GK647221,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,GOOD,UNKNOWN,WBA,2026-06-10,10,0,0,0,0,0,0
23,1632810,2016,BMW,3-Series,328i,BLUE,84770,1,3.0,Red,FUL VINYL WRAP; AS IS,WBA8E9C5XGK648263,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,FAIR,UNKNOWN,WBA,2026-06-10,10,1,0,0,0,0,0
9,16073,2016,BMW,3-Series,320I XDRIVE,BLACK,84929,0,,,"INSURANCE LOSS,TOTAL LOSS,VEHICLE LOSS,SALVAGE,TITLED / REGISTERED TO INSURANCE COMPANY,REBUILT/REBUILDABLE",WBA8E5G52GNU22039,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,,AWD,WBA,2026-06-10,10,0,0,0,1,0,0
4,1434439,2016,BMW,3-Series,I,BLACK,90765,0,,,,WBA8A9C58GK615936,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,,UNKNOWN,WBA,2026-06-10,10,0,0,0,0,0,0
24,230948,2016,BMW,3-Series,328i xDrive,BLACK,100405,1,3.7,Red,,WBA8E3G54GNU38652,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,GOOD,AWD,WBA,2026-06-10,10,0,0,0,0,0,0
19,1113838,2016,BMW,3-Series,320i xDrive,BLACK,103423,0,,Yellow,LIMITED GUARANTEE,WBA8E5G5XGNT40091,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,YELLOW,HIGH,,AWD,WBA,2026-06-10,10,0,0,0,0,0,0
30,254258,2016,BMW,3-Series,320i,BLUE,109820,1,3.3,Red,,WBA8A9C55GK618874,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,FAIR,UNKNOWN,WBA,2026-06-10,10,0,0,0,0,0,0
18,208382,2016,BMW,3-Series,320i,SILVER,116714,0,,,,WBA8E1G5XGNT34395,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,UNKNOWN,WBA,2026-06-10,10,0,0,0,0,0,0
10,15680,2016,BMW,3-Series,328i,SILVER,123075,0,,Red,,WBA8E9G58GNT84789,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,UNKNOWN,WBA,2026-06-10,10,0,0,0,0,0,0
13,10255790,2016,BMW,3-Series,320i,WHITE,131758,1,3.6,Red,"(A)Structural Damage; As Is, No Arb",WBA8E1G55GNT99526,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,GOOD,UNKNOWN,WBA,2026-06-10,10,1,0,1,0,0,0
25,1004288,2016,BMW,3-Series,340i,WHITE,138120,1,4.0,Red,,WBA8B3G52GNT62468,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,GOOD,UNKNOWN,WBA,2026-06-10,10,0,0,0,0,0,0
35,253658,2016,BMW,3-Series,320i,BLACK,141375,1,,Red,,WBA8E1G56GNT33759,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,UNKNOWN,WBA,2026-06-10,10,0,0,0,0,0,0
0,149423,2016,BMW,3-Series,328i xDrive,GRAY,142187,0,,,,WBA8E3G52GNT76880,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,AWD,WBA,2026-06-10,10,0,0,0,0,0,0
28,1174159,2016,BMW,3-Series,328i,GRAY,152006,1,3.4,,AUCTION ANNOUNCED AS STRUCTURAL DAMAGE REPAIRED,WBA8E9C50GK643685,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,FAIR,UNKNOWN,WBA,2026-06-10,10,0,0,1,0,0,0
25,1773211,2016,BMW,3-Series,328i,BLUE,158538,1,3.1,Red,THIRD PARTY SELLER; TMU/NOT ACTUAL MILES,WBA8E9C56GK644291,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,FAIR,UNKNOWN,WBA,2026-06-10,10,0,0,0,0,0,0
42,698812,2016,BMW,3-Series,328i,SILVER,200010,1,0.9,Red,airbag light is on; structural damage,WBA8E9G53GNT83677,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,POOR,UNKNOWN,WBA,2026-06-10,10,0,0,1,0,0,0
33,4303091,2015,BMW,3-Series,328i xDrive,GRAY,57192,1,4.0,Red,AS IS,WBA3B5C56FF960941,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,GOOD,AWD,WBA,2026-06-10,11,1,0,0,0,0,0
27,231153,2015,BMW,3-Series,320i xDrive,GRAY,75973,1,3.2,Red,(A)Canadian Renewal,WBA3C3G50FNT52866,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,FAIR,AWD,WBA,2026-06-10,11,0,0,0,0,0,0
23,953615,2015,BMW,3-Series,328i,SILVER,98500,1,2.5,Red,AS IS,WBA3A5G53FNS91496,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,FAIR,UNKNOWN,WBA,2026-06-10,11,1,0,0,0,0,0
22,957634,2015,BMW,3-Series,320i,WHITE,101625,1,0.0,Red,INOP/MOTOR,WBA3B1C53FP681420,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,POOR,UNKNOWN,WBA,2026-06-10,11,0,1,0,0,0,0
9,10255328,2015,BMW,3-Series,320i,BLACK,114095,0,,Red,,WBA3B1G51FNT02713,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,UNKNOWN,WBA,2026-06-10,11,0,0,0,0,0,0
19,364385,2015,BMW,3-Series,328xi,GOLD,121388,0,,,,WBA3B5C50FP653226,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,AWD,WBA,2026-06-10,11,0,0,0,0,0,0
25,332604,2015,BMW,3-Series,328i,WHITE,123362,1,4.1,Green,,WBA3A5G57FNS83305,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,HIGH,GOOD,UNKNOWN,WBA,2026-06-10,11,0,0,0,0,0,0
